大学,学部,学科,位置,文理,方式,第几期,併願,能使用EJU,需要EJU科目,英语,JLPT,校内考形式,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,校内考时间1,校内考时间2,发榜时间
南山大学,外国語学科,スペイン・ラテンアメリカ学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,外国語学科,フランス学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,外国語学科,ドイツ学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,外国語学科,アジア学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,経済学部,経済学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,経営学部,経営学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 数学コース1, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,法学部,法律学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,総合政策学部,総合政策学科,愛知県名古屋市,文,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 綜合科目",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,理工学部,ソフトウエア工学科,愛知県名古屋市,理,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 数学コース2, 物理（必須）, 化学（必須）",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,理工学部,データサイエンス学科,愛知県名古屋市,理,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 数学コース2, 物理（必須）, 化学（必須）",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,理工学部,電子情報工学科,愛知県名古屋市,理,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 数学コース2, 物理（必須）, 化学（必須）",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,理工学部,機械システム工学科,愛知県名古屋市,理,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,"日语, 数学コース2, 物理（必須）, 化学（必須）",要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
南山大学,国際教養学部,国際教養学科,愛知県名古屋市,文理皆可,eju利用型,只有一期,不可,前前年11月，前年6和11月，当年6月,日语,要,不强制要求，可以提交,書類選考,2025-10-28 00:00:00,2025-11-04 00:00:00,2025-10-28 00:00:00,2025-11-04 00:00:00,,,2025-12-05 00:00:00
東京工科大学,応用生物科学部,応用生物学科,東京都,文理皆可,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,メディア学部,メディア学科,東京都,文,外国人入試,只有一期,不可,只能当年6月,"日语, 総合科目または数学",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,コンピュータサイエンス学部,コンピュータサイエンス学科　先進情報専攻,東京都,東京工科大学,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,コンピュータサイエンス学部,コンピュータサイエンス学科　社会情報専攻,東京都,東京工科大学,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,工 学 部,機械工学科,東京都,東京工科大学,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,工 学 部,電気電子工学科,東京都,東京工科大学,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,工 学 部,応用化学科,東京都,東京工科大学,外国人入試,只有一期,不可,只能当年6月,"日语, 数学コース1or2都可以",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
東京工科大学,デザイン学部,デザイン学科,東京都,文,外国人入試,只有一期,不可,只能当年6月,"日语, 総合科目または数学",不要,不要,面试（线下）,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-09-29 00:00:00,2025-10-03 00:00:00,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-08 00:00:00
武蔵野大学,工学部,サステナビリティ学科,東京都,理,外国人入試,第一期,不可,前年6月，11月和今年6月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-10-05 00:00:00,,2025-10-10 00:00:00
武蔵野大学,工学部,数理工学科,東京都,理,外国人入試,第一期,不可,前年6月，11月和今年6月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-10-05 00:00:00,,2025-10-10 00:00:00
武蔵野大学,工学部,建築デザイン学科,東京都,理,外国人入試,第一期,不可,前年6月，11月和今年6月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-08-27 00:00:00,2025-09-05 00:00:00,2025-10-05 00:00:00,,2025-10-10 00:00:00
武蔵野大学,工学部,サステナビリティ学科,東京都,理,外国人入試,第三期,不可,前年11月，当年6月、11月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-02-22 00:00:00,,2026-02-28 00:00:00
武蔵野大学,工学部,数理工学科,東京都,理,外国人入試,第三期,不可,前年11月，当年6月、11月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-02-22 00:00:00,,2026-02-28 00:00:00
武蔵野大学,工学部,建築デザイン学科,東京都,理,外国人入試,第三期,不可,前年11月，当年6月、11月,"日语, 数学コース2, 理科2科目選択",不要,不要,面试（线下）,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-01-14 00:00:00,2026-01-23 00:00:00,2026-02-22 00:00:00,,2026-02-28 00:00:00
立正大学,地球環境科学部,環境システム学科,東京都,理,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不要,"面试（线下）, 学力試験",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,地球環境科学部,地理学科,東京都,理,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不要,"面试（线下）, 学力試験",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,地球環境科学部,環境システム学科,東京都,理,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不要,"面试（线下）, 学力試験",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,地球環境科学部,地理学科,東京都,理,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 数学コース2, 理科2科目選択",不要,不要,"面试（线下）, 学力試験",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,心理学部,臨床心理学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,心理学部,対人　社会心理学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,法学部,法学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面接,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,経営学部,経営学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,"日语, 綜合科目",不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,経済学部,経済学科,東京都,文,外国人入試,第一期,不可,前年成绩和当年成绩都可以用,"日语, 综合科目和数学1那个分数高用哪个",不要,不要,面接,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,経済学部,経済学科,東京都,文,外国人入試,第二期,不可,前年成绩和当年成绩都可以用,"日语, 综合科目和数学1那个分数高用哪个",不要,不要,面接,2026-01-05 00:00:00,2026-01-13 00:00:00,2026-01-05 00:00:00,2026-01-13 00:00:00,2026-02-05 00:00:00,,2026-02-14 00:00:00
立正大学,文学部,哲学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,文学部,史学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,文学部,社会学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,文学部,文学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,文学部,文学科英語英米文学専攻コース,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"面接, 英語",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,仏教学部,仏教学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面接,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,仏教学部,宗学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,面接,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,データサイエンス学環,データサイエンス学科,東京都,文,外国人入試,第一期,不可,前年成绩和当年成绩都可以用,"日语, 综合科目和数学1那个分数高用哪个",不要,不要,面接,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,データサイエンス学環,データサイエンス学科,東京都,文,外国人入試,第二期,不可,前年成绩和当年成绩都可以用,"日语, 综合科目和数学1那个分数高用哪个",不要,不要,面接,2026-01-05 00:00:00,2026-01-13 00:00:00,2026-01-05 00:00:00,2026-01-13 00:00:00,2026-02-05 00:00:00,,2026-02-14 00:00:00
立正大学,社会福祉学部,社会福祉学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
立正大学,社会福祉学部,子供教育福祉学科,東京都,文,外国人入試,只有一期,不可,前年成绩和当年成绩都可以用,日语,不要,不要,"小论文, 面接",2025-10-22 00:00:00,2025-10-30 00:00:00,2025-10-22 00:00:00,2025-10-30 00:00:00,2025-11-16 00:00:00,,2026-01-05 00:00:00
北陸大学,経済経営学部,経済学科,石川県金沢市,文,外国人入試,前期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語",2025-11-25 00:00:00,2025-12-01 00:00:00,2025-11-25 00:00:00,2025-12-01 00:00:00,2025-12-13 00:00:00,,2025-12-22 00:00:00
北陸大学,経済経営学部,マネジメント学科,石川県金沢市,文,外国人入試,前期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語",2025-11-25 00:00:00,2025-12-01 00:00:00,2025-11-25 00:00:00,2025-12-01 00:00:00,2025-12-13 00:00:00,,2025-12-22 00:00:00
北陸大学,国際コミュニケーション学部,国際コミュニケーション学科,石川県金沢市,文,外国人入試,前期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語, 英語",2025-11-25 00:00:00,2025-12-01 00:00:00,2025-11-25 00:00:00,2025-12-01 00:00:00,2025-12-13 00:00:00,,2025-12-22 00:00:00
北陸大学,経済経営学部,経済学科,石川県金沢市,文,外国人入試,后期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語",2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-23 00:00:00,,2026-02-27 00:00:00
北陸大学,経済経営学部,マネジメント学科,石川県金沢市,文,外国人入試,后期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語",2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-23 00:00:00,,2026-02-27 00:00:00
北陸大学,国際コミュニケーション学部,国際コミュニケーション学科,石川県金沢市,文,外国人入試,后期,不可,无具体说明，推荐当年,,不要,不强制要求，可以提交,"面接, 日本語, 英語",2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-23 00:00:00,,2026-02-27 00:00:00
北陸大学,薬学部,薬学科,石川県金沢市,理,外国人入試,前期,不可,前年成绩和当年成绩都可以用,"日语, 化学（必須）, 物理または生物",不要,不强制要求，可以提交,"口頭試問, 面接",2025-11-25 00:00:00,2025-12-01 00:00:00,2025-11-25 00:00:00,2025-12-01 00:00:00,2025-12-13 00:00:00,,2025-12-22 00:00:00
北陸大学,薬学部,薬学科,石川県金沢市,理,外国人入試,后期,不可,前年成绩和当年成绩都可以用,"日语, 化学（必須）, 物理または生物",不要,不强制要求，可以提交,"口頭試問, 面接",2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-02 00:00:00,2026-02-10 00:00:00,2026-02-03 00:00:00,,2026-02-12 00:00:00
金城大学,人間社会科学部,社会福祉学科,石川県白山市,文理皆可,留学生一般選抜,前期,不可,,日语,不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-14 00:00:00,,2025-12-22 00:00:00
金城大学,総合経済学部,総合経済学科,石川県白山市,文理皆可,留学生一般選抜,前期,不可,,日语,不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-14 00:00:00,,2025-12-22 00:00:00
金城大学,医療健康学部,理学療法学科,石川県白山市,理,留学生一般選抜,前期,不可,,"日语, 数学コース2, 理科2科目選択",不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-14 00:00:00,,2025-12-22 00:00:00
金城大学,医療健康学部,作業療法学科,石川県白山市,理,留学生一般選抜,前期,不可,,"日语, 数学コース2, 理科2科目選択",不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-01 00:00:00,2025-12-08 00:00:00,2025-12-14 00:00:00,,2025-12-22 00:00:00
金城大学,人間社会科学部,社会福祉学科,石川県白山市,文理皆可,留学生一般選抜,后期,不可,,日语,不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-22 00:00:00,2026-01-20 00:00:00,2025-12-22 00:00:00,2026-01-20 00:00:00,2026-02-02 00:00:00,,2026-02-21 00:00:00
金城大学,総合経済学部,総合経済学科,石川県白山市,文理皆可,留学生一般選抜,后期,不可,,日语,不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-22 00:00:00,2026-01-20 00:00:00,2025-12-22 00:00:00,2026-01-20 00:00:00,2026-02-02 00:00:00,,2026-02-21 00:00:00
金城大学,医療健康学部,理学療法学科,石川県白山市,理,留学生一般選抜,后期,不可,,"日语, 数学コース2, 理科2科目選択",不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-22 00:00:00,2026-01-20 00:00:00,2025-12-22 00:00:00,2026-01-20 00:00:00,2026-02-02 00:00:00,,2026-02-21 00:00:00
金城大学,医療健康学部,作業療法学科,石川県白山市,理,留学生一般選抜,后期,不可,,"日语, 数学コース2, 理科2科目選択",不要,可以代替EJU,"面接, 小论文, 日本語",2025-12-22 00:00:00,2026-01-20 00:00:00,2025-12-22 00:00:00,2026-01-20 00:00:00,2026-02-02 00:00:00,,2026-02-21 00:00:00
大阪工業大学,工学部,都市デザイン工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,建築学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,機械工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,電気電子システム工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,電子情報システム工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,応用化学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,環境工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,工学部,生命工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,ロボティクス＆デザイン工学部,ロボット工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,ロボティクス＆デザイン工学部,システムデザイン工学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,ロボティクス＆デザイン工学部,空間デザイン学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,情報科学部,データサイエンス学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,情報科学部,実世界情報学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,情報科学部,情報知能学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,情報科学部,電子情報システム学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,情報科学部,情報メディア学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 筆記試験（数学）, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
大阪工業大学,知的財産学部,知的財産学科,大阪府,理,外国人入試,只有一期,不可,前年6月，11月和今年6月,日语,不要,N2可代替EJU200,"面接, 小论文, 英語",2025-10-01 00:00:00,2025-10-10 00:00:00,2025-10-01 00:00:00,2025-10-10 00:00:00,2025-11-16 00:00:00,,2025-12-03 00:00:00
鹿児島大学,理学部,理学科・数理情報科学プログラム,鹿児島県鹿児島市,理,外国人入試,只有一期,不可,当年6月or11月都可,"日语, 数学コース2, 理科2科目選択",要,不要,"面试（线下）, 英語",2026-10-21 00:00:00,2026-11-06 00:00:00,2026-11-04 00:00:00,2026-11-06 00:00:00,2026-12-13 00:00:00,,2026-02-10 00:00:00
鹿児島大学,理学部,理学科・物理・宇宙プログラム,鹿児島県鹿児島市,理,外国人入試,只有一期,不可,当年6月or11月都可,"日语, 数学コース2, 物理（必須）, 化学または生物",要,不要,"面试（线下）, 英語",2026-10-21 00:00:00,2026-11-06 00:00:00,2026-11-04 00:00:00,2026-11-06 00:00:00,2026-12-13 00:00:00,,2026-02-10 00:00:00
