大学,一次统计人,2026更新人,募集要項年份,文理,学部,学科,第几期,方式,位置,併願,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,必着/消印,需要EJU科目,能使用EJU,推荐日语分数,推荐托福分数,英语,可以使用的英语考试,JLPT,是否需要推荐信,校内考形式,学信网认证,校内考时间1,校内考时间2,发榜时间,最低EJU总分成绩（如有要求）,最低日语成绩（如有要求）,最低英语成绩（如有要求）,报录比,TOEFL code,其他备注,父记录,父记录 (1),最低英语成绩（如有要求） (1),报录比 (1),TOEFL code (1),其他备注 (1),父记录 (2),父记录 (1) (1),英语成绩类型,英语成绩推荐分数,JLPT等级,JLPT分数要求,EJU推荐分数,出愿材料清单,推荐信要求详细,出愿流程详细,报录比（2024）,报录比（2023）,报录比（2022）,合格者成绩分布,数据来源,爬取时间,爬取URL,审核状态,审核人,审核时间,审核备注,数据质量评分
立命館大学,,罗沈嘉,2026,文,法学部,法学科,前期,外国人入試,京都府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2025-10-04,,2025-10-20,,280,,24/45,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,産業社会学部,産業社会学科,前期,外国人入試,京都府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2025-10-04,,2025-10-20,,280,,6/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,国際関係学部,国際関係学科,前期,外国人入試,京都府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面试（线上）,可选,2025-10-04,,2025-10-20,,280,,25/98,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,文学部,人文学科,前期,外国人入試,京都府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2025-10-04,,2025-10-20,,280,,28/101,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,経営学部,経営学科,前期,外国人入試,大阪府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,,可选,,,2025-10-20,,280,,64/141,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,政策科学部,政策科学科,前期,外国人入試,大阪府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线上）,可选,2025-10-05,,2025-10-20,,280,,3/21,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,総合心理学部,総合心理学科,前期,外国人入試,大阪府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线上）,可选,2025-10-05,,2025-10-20,,280,,7/49,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,映像学部,映像学科,前期,外国人入試,大阪府,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线上）,可选,2025-10-05,,2025-10-20,,280,,17/38,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,経済学部,経済学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース1or2都可以, 綜合科目",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面试（线下）,可选,2025-10-05,,2025-10-20,,280,,28/78,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,スポーツ健康科学部,スポーツ健康科学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线上）,可选,2025-10-05,,2025-10-20,,280,,3/30,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,食マネジメント学部,食マネジメント学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,日语,前年11月和今年6月,,,不要,,不要,否,面试（线上）,可选,2025-10-05,,2025-10-20,,280,,11/33,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,数学物理系·数理科学科·数学コース,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,6/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,数学物理系·数理科学科·データサイエンスコース,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,13/42,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,数学物理系·物理科学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,9/17,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,電子システム系·電気電子工学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,5/31,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,電子システム系•電子情報工学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,2/11,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,機械システム系•機械工学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,9/37,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,機械システム系•ロボティクス学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,4/23,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,都市システム系•環境都市工学科（環境システム工学コース/都市システム工学コース）,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,0/8,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,理工学部,都市システム系•建築都市デザイン学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2024-10-05,,2025-10-20,,250,,2/8,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,生命科学部,応用化学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2024-10-05,,2025-10-20,,250,,5/19,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,生命科学部,生物工学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2024-10-05,,2025-10-20,,250,,4/9,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,生命科学部,生命情報学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2024-10-05,,2025-10-20,,250,,4/9,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,生命科学部,生命医科学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2024-10-05,,2025-10-20,,250,,7/26,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,朱梅霄,罗沈嘉,2026,理,薬学部,創薬科学科,前期,外国人入試,滋賀県草津市,条件付き可,2025-08-20,2025-08-29,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",前年11月和今年6月,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2024-10-05,,2025-10-20,,250,,1/2,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,法学部,法学科,后期,外国人入試,京都府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线下）,可选,2026-01-10,,2025-01-22,,280,,8/50,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,産業社会学部,産業社会学科,后期,外国人入試,京都府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线下）,可选,2026-01-10,,2025-01-22,,280,,10/97,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,国際関係学部,国際関係学科,后期,外国人入試,京都府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面试（线上）,可选,2026-01-10,,2025-01-22,,280,,25/68,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,文学部,人文学科,后期,外国人入試,京都府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线下）,可选,2026-01-10,,2025-01-22,,280,,32/109,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,経営学部,経営学科,后期,外国人入試,大阪府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,,可选,,,2025-01-22,,280,,35/147,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,政策科学部,政策科学科,后期,外国人入試,大阪府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线上）,可选,2026-01-11,,2025-01-22,,280,,6/33,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,総合心理学部,総合心理学科,后期,外国人入試,大阪府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线上）,可选,2026-01-11,,2025-01-22,,280,,9/48,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,映像学部,映像学科,后期,外国人入試,大阪府,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线上）,可选,2026-01-11,,2025-01-22,,280,,10/66,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,経済学部,経済学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース1or2都可以, 綜合科目",当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,280,,21/93,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,スポーツ健康科学部,スポーツ健康科学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线上）,可选,2026-01-11,,2025-01-22,,280,,4/36,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,文,食マネジメント学部,食マネジメント学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,日语,当年6月or11月都可,,,不要,,不要,否,面试（线上）,可选,2026-01-11,,2025-01-22,,280,,6/80,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,生命科学部,生物工学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2026-01-11,,2025-01-22,,250,,4/11,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,生命科学部,生命情報学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2026-01-11,,2025-01-22,,250,,3/16,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,生命科学部,生命医科学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2026-01-11,,2025-01-22,,250,,8/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,薬学部,創薬科学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,,,要,"托福, 托业, 雅思, 英検, Duolingo, GTEC, TEAP, TEAP CBT",不要,否,面接,可选,2026-01-11,,2025-01-22,,250,,0/1,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,数学物理系·数理科学科·数学コース,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,3/23,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,数学物理系·数理科学科·データサイエンスコース,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,8/63,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,数学物理系·物理科学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,1/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,電子システム系·電気電子工学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,3/28,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,電子システム系•電子情報工学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,1/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,機械システム系•機械工学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,3/28,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,機械システム系•ロボティクス学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,1/15,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,都市システム系•環境都市工学科（環境システム工学コース/都市システム工学コース）,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,5/41,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
立命館大学,,罗沈嘉,2026,理,理工学部,都市システム系•建築都市デザイン学科,后期,外国人入試,滋賀県草津市,不可,2025-11-10,2025-11-17,,,入学手续时邮寄,"日语, 数学コース2, 物理（必須）, 化学（必須）",前年11月和今年6月,,,不要,,不要,否,面试（线下）,可选,2026-01-11,,2025-01-22,,250,,3/24,,需要二次出愿,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,情報システムデザイン学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,電気工学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,電子工学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,機械システム工学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,機械理工学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,機能分子・生命化学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,化学システム創成工学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,環境システム学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,数理システム学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,生命医科学部,医工学部,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,生命医科学部,医生命システム学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,生命医科学部,医情報学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,口頭試問,不要,2025-10-11,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,スポーツ・ 健康科学部,スポーツ健康科学科,前期,外国人入試,京都府,可,2025-08-19,2025-08-29,2025-08-19,2025-08-29,必着,"日语, 総合科目または数学コース1または数学コース2または理科",前前年11月，前年6和11月，当年6月,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,文理皆可,文化情報学部,文化情報学科,后期,外国人入試,京都府,可,2025-10-31,2025-11-11,2025-10-31,2025-11-11,必着,"日语, 総合科目または数学コース1または数学コース2または理科",前年成绩和当年成绩都可以用,,,要,"托福, 托业, 雅思",不要,否,口頭試問,不要,2026-01-10,,2026-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,インテリジェント情報工学科,后期,外国人入試,京都府,可,2025-10-31,2025-11-11,2025-10-31,2025-11-11,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2026-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
同志社大学,朱梅霄,乔欣欣,2026,理,理工学部,情報システムデザイン学科,后期,外国人入試,京都府,可,2025-10-31,2025-11-11,2025-10-31,2025-11-11,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,,,要,"托福, 托业, 雅思",不要,否,,不要,,,2026-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
